iteration,makespan,bks,optimality gap,rolling_avg,reward_mean
1,0.00,5181.0,N/A,N/A,nan
2,0.00,5181.0,N/A,N/A,nan
3,6855.00,5181.0,32.31,32.31,602.2222
4,6725.95,5181.0,29.82,31.06,597.2399
5,6725.95,5181.0,29.82,30.65,597.2399
6,6726.62,5181.0,29.83,30.45,597.6403
7,6746.74,5181.0,30.22,30.40,600.1172
8,6746.74,5181.0,30.22,29.98,600.1172
9,6746.81,5181.0,30.22,30.06,600.1616
10,6714.49,5181.0,29.60,30.02,610.8929
11,6714.49,5181.0,29.60,29.97,610.8929
12,6714.49,5181.0,29.60,29.85,610.8929
13,6653.75,5181.0,28.43,29.49,615.9495
14,6653.75,5181.0,28.43,29.13,615.9495
15,6653.75,5181.0,28.43,28.89,615.9495
16,6676.33,5181.0,28.86,28.75,627.6000
17,6676.33,5181.0,28.86,28.60,627.6000
18,6676.33,5181.0,28.86,28.69,627.6000
19,6640.41,5181.0,28.17,28.64,633.5556
20,6640.41,5181.0,28.17,28.58,633.5556
21,6640.41,5181.0,28.17,28.45,633.5556
22,6591.74,5181.0,27.23,28.12,648.7333
23,6591.74,5181.0,27.23,27.79,648.7333
24,6587.21,5181.0,27.14,27.59,647.9434
25,6488.51,5181.0,25.24,27.00,658.6848
26,6488.51,5181.0,25.24,26.41,658.6848
27,6471.17,5181.0,24.90,25.95,661.3111
28,6399.40,5181.0,23.52,25.21,673.6747
29,6399.40,5181.0,23.52,24.48,673.6747
30,6405.89,5181.0,23.64,24.16,679.8909
31,6408.14,5181.0,23.69,23.85,682.2949
32,6408.14,5181.0,23.69,23.61,682.2949
33,6354.90,5181.0,22.66,23.44,687.2404
34,6356.33,5181.0,22.69,23.27,687.7697
35,6356.33,5181.0,22.69,23.08,687.7697
36,6312.80,5181.0,21.85,22.71,695.2869
37,6312.80,5181.0,21.85,22.34,695.2869
38,6312.80,5181.0,21.85,22.18,695.2869
39,6266.67,5181.0,20.95,21.84,698.9091
40,6266.67,5181.0,20.95,21.49,698.9091
41,6266.67,5181.0,20.95,21.31,698.9091
42,6265.78,5181.0,20.94,21.13,701.0646
43,6265.78,5181.0,20.94,20.95,701.0646
44,6265.78,5181.0,20.94,20.94,701.0646
45,6262.93,5181.0,20.88,20.93,708.3212
46,6262.93,5181.0,20.88,20.92,708.3212
47,6262.93,5181.0,20.88,20.90,708.3212
48,6189.49,5181.0,19.47,20.61,706.9414
49,6189.49,5181.0,19.47,20.32,706.9414
50,6189.49,5181.0,19.47,20.03,706.9414
51,6200.21,5181.0,19.67,19.79,703.8889
52,6200.21,5181.0,19.67,19.55,703.8889
